Make,Model,Nickname,Car Gender,Buyer Gender,Buyer Age,Buzzword,Country,City,Dealer Latitude,Dealer Longitude,Color,New Car,Purchase Date,Sale Price,Discount,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Hyundai,Excel,Erika,Female,Female,31,solution-oriented,Anguilla,Stoney Ground,18.2178068,-63.0471786,Orange,TRUE,02/12/2004,20872.03,0.2965,41932.77,0.2,169.3,7.3
Chevrolet,Tahoe,Atalanta,Female,Female,29,Graphic Interface,Luxembourg,Septfontaines,49.7002226,5.9670927,Red,TRUE,26/01/2010,62300.55,0.2652,29119.7,0.21,133.5,3.1
Honda,Civic,Dulce,Female,Female,28,open system,China,Meiyuan,31.27707,119.567195,Blue,TRUE,21/09/2012,73505.02,0.6353,49816.84,0.17,189.2,13.2
Subaru,Impreza,Claretta,Female,Female,73,Cross-group,Russia,Makhalino,53.0831775,46.2227118,Teal,TRUE,05/06/2014,45782.82,0.4866,30814.42,0.21,140.6,6.3
Ford,Fiesta,Christian,Male,Male,51,Organized,Albania,Gjinkar,41.0180957,20.2024299,Fuscia,TRUE,24/04/2013,15789.89,0.3944,25438.89,0.09,147.5,2.2
Mitsubishi,Montero Sport,Torry,Male,Male,29,architecture,Vietnam,Thành Phố Lạng Sơn,21.853708,106.761519,Puce,FALSE,14/11/2006,37863.74,0.3106,47216.05,0.13,129,6.8
Chevrolet,Corvette,Cosimo,Male,Male,54,executive,China,Huang’ao,23.321441,113.558655,Mauv,TRUE,05/03/2018,29710.98,0.2038,11841.06,0.05,137.4,11.2
Honda,Pilot,Hogan,Male,Male,46,budgetary management,Philippines,Labuan,7.1133648,125.6286673,Mauv,FALSE,20/12/2010,28764.93,0.1971,26701.14,0.07,123,7.3
Dodge,Ram Van 2500,Renaldo,Female,Male,36,hierarchy,China,Baiyang,23.028301,115.84573,Orange,FALSE,27/01/2015,24686.38,0.5454,29718.24,0.22,131.6,2.4
Audi,S6,Lesley,Female,Male,45,Total,Finland,Pyhäntä,64.0971015,26.330507,Turquoise,TRUE,26/12/2004,54421.37,0.5441,8475.33,0.22,194,4.4
Daewoo,Lanos,Ronnica,Female,Female,62,client-driven,China,Lutian,25.454084,119.007777,Yellow,FALSE,05/06/2020,44223.52,0.3788,6891.67,0.23,209.1,12.2
Jeep,Wrangler,Thoma,Female,Male,33,explicit,Sweden,Norrköping,58.5920069,16.1867248,Yellow,TRUE,23/06/2010,73316.22,0.6281,37365.2,0.04,184.8,4.9
Toyota,Land Cruiser,Roth,Male,Male,26,Extended,South Africa,Senekal,-28.3284196,27.6317494,Green,TRUE,31/01/2020,86513.59,0.1244,19479.74,0.13,188.8,10
Oldsmobile,Regency,Chester,Male,Male,74,high-level,Russia,Bogdanovich,56.7706744,62.052215,Orange,TRUE,15/10/2005,96113.31,0.4376,34340.8,0.19,226.9,12.8
Toyota,Avalon,Robin,Female,Female,55,logistical,France,Fresnes,48.759003,2.323941,Maroon,FALSE,09/07/2016,40531.94,0.3906,49472.62,0.19,234.2,8.7
Chevrolet,Camaro,Midge,Male,Female,56,matrices,China,Yangmiao,33.2991249,117.2408191,Maroon,FALSE,23/03/2003,40502.62,0.1274,28215.22,0.02,190.9,12.5
Buick,Electra,Wyndham,Female,Male,72,Triple-buffered,Zimbabwe,Mount Darwin,-16.7698232,31.5769572,Aquamarine,FALSE,01/07/2019,41347.43,0.4953,20505.22,0.05,200.2,8.3
Maybach,62,Kimbra,Male,Female,30,flexibility,China,Hefei,31.820591,117.227219,Fuscia,TRUE,06/07/2004,43224.94,0.3704,23064.63,0.04,236.3,7.2
Hyundai,Santa Fe,Wittie,Male,Male,72,architecture,Philippines,Dumalneg,17.9410217,120.5817801,Violet,FALSE,28/02/2006,78296.15,0.6967,36851.91,0.04,177.7,8.1
Volkswagen,R32,Holly,Male,Female,61,exuding,Poland,Augustów,51.341066,21.063409,Pink,TRUE,23/05/2020,48825.09,0.495,36506.6,0.16,239.7,5.5
Mazda,B-Series,Gaspar,Female,Male,36,Grass-roots,Norway,Steinkjer,64.012788,11.487163,Violet,TRUE,28/07/2011,91490.77,0.021,29342.23,0.04,203.3,4.2
Suzuki,X-90,Ophelia,Male,Female,36,Grass-roots,Indonesia,Mulyoagung,-7.9207392,112.5870873,Turquoise,FALSE,10/09/2010,50937.73,0.5369,28142.08,0.17,198,4.1
Mercedes-Benz,M-Class,Mureil,Female,Female,49,budgetary management,Philippines,Aroroy,12.5050457,123.4144449,Puce,FALSE,20/03/2013,16050.01,0.3685,37610.03,0.2,215.4,5.7
Maybach,62,Laraine,Male,Female,55,De-engineered,Poland,Łobżenica,53.2622714,17.2557665,Goldenrod,TRUE,09/12/2012,73408.91,0.3635,3275.82,0.12,141.2,4
Honda,Prelude,Abagael,Female,Female,56,Graphical User Interface,Afghanistan,Amānzī,30.210884,66.048012,Blue,FALSE,30/07/2003,36491.34,0.1989,15332.41,0.13,244.5,13.1
Lexus,ES,Edmon,Female,Male,28,disintermediate,Indonesia,Talondang,-6.8787,113.9035,Yellow,TRUE,20/01/2006,48867.04,0.2928,40462.29,0.15,238.4,3.8
Infiniti,J,Jeno,Male,Male,69,Compatible,Russia,Dedenëvo,56.2421713,37.5166323,Mauv,FALSE,13/06/2003,85631.86,0.3664,36514.97,0.16,197.2,13.4
GMC,Safari,Sarita,Female,Female,32,dedicated,Bulgaria,Brusartsi,43.6652083,23.0759947,Goldenrod,TRUE,05/03/2014,33247.81,0.2457,10756.39,0.17,190,6.3
Cadillac,CTS-V,Janos,Female,Male,21,Right-sized,Indonesia,Sanana,-2.2014533,125.9369952,Aquamarine,TRUE,07/05/2013,35693.01,0.381,33152.78,0.09,166,6.7
Dodge,Ram 1500 Club,Antin,Male,Male,46,needs-based,Poland,Małkinia Górna,52.6934663,22.0269962,Teal,TRUE,24/11/2017,52857.83,0.3309,27751.93,0.07,159.2,6.1
Mazda,Miata MX-5,Kelcey,Male,Female,75,fresh-thinking,Russia,Ukhta,63.7435338,53.7021347,Yellow,TRUE,26/04/2014,88799.18,0.5265,47564.14,0.2,245,11.9
Mazda,Familia,Kile,Male,Male,27,demand-driven,China,Hezhi,39.105787,111.862117,Turquoise,TRUE,14/06/2019,80210.97,0.6841,30163.47,0.23,224.1,14.4
Suzuki,Samurai,Carline,Male,Female,45,Programmable,Indonesia,Potulando,-8.844744,121.648987,Yellow,TRUE,10/08/2005,83710.31,0.3545,24344.78,0.25,217.2,4.2
Bentley,Continental,Guthrey,Female,Male,46,superstructure,Ireland,Dublin,53.3347733,-6.2427004,Blue,FALSE,27/07/2016,95330.49,0.0591,49731.57,0.15,122.6,8.6
Volkswagen,Jetta,Stefan,Female,Male,52,user-facing,Vietnam,Ðà Lạt,11.9404192,108.4583132,Turquoise,TRUE,27/02/2007,49628.66,0.6519,4865.77,0.15,140.7,10.7
Buick,LeSabre,Aida,Male,Female,22,archive,United States,San Diego,32.7348953,-117.0970596,Yellow,TRUE,02/01/2008,32933.22,0.1996,17802.63,0.12,183,3.9
Toyota,Sequoia,Darla,Male,Female,50,Triple-buffered,Lithuania,Venta,56.3121599,22.3459251,Yellow,TRUE,04/12/2009,83484.01,0.1661,18730.81,0.1,135.1,6.4
Dodge,D250,Gwenette,Female,Female,71,system engine,France,Marcq-en-Barœul,50.667396,3.0751792,Indigo,FALSE,03/09/2008,49843.47,0.0775,17390.08,0.16,121.8,11.4
Dodge,Durango,Marcus,Female,Male,29,function,Peru,Magdalena,-12.0904353,-77.069999,Maroon,TRUE,23/09/2007,19735.68,0.6581,11527.95,0.07,169.8,4.8
Isuzu,Rodeo,Jennine,Male,Female,26,logistical,Sweden,Tumba,59.207544,17.8277745,Crimson,TRUE,13/09/2005,45222.84,0.4184,20008.21,0.22,142.7,10
Saab,09-May,Ferdinanda,Female,Female,73,conglomeration,Philippines,Telbang,15.79903,120.4542479,Purple,TRUE,29/11/2008,11372.77,0.6952,21886.06,0.18,160.6,6.8
Pontiac,Firefly,Marga,Male,Female,42,challenge,Libya,Mişrātah,32.3196827,15.1025075,Fuscia,FALSE,19/03/2002,65419.72,0.5754,15371.13,0.18,133.2,6.2
Toyota,Yaris,Noak,Female,Male,43,Decentralized,Mali,Taoudenni,22.6764132,-3.9789143,Aquamarine,TRUE,18/03/2018,96084.73,0.4426,25612.85,0.21,191.6,9.1
Volvo,V50,Kristofer,Male,Male,48,model,China,Changzheng,31.23285,121.467218,Yellow,TRUE,11/08/2007,43346.19,0.3953,6588.15,0.22,160.4,11.9
BMW,7 Series,Barde,Female,Male,56,array,Indonesia,Warungbanten,-6.8330992,106.3198908,Blue,FALSE,14/05/2009,61254.63,0.0441,12768.75,0.21,193.8,7.4
Audi,S5,Timmy,Male,Male,60,even-keeled,China,Jinhua,29.079175,119.64742,Blue,FALSE,08/07/2013,78482.35,0.452,39801.25,0.15,186.4,3.2
Mercedes-Benz,E-Class,Byron,Female,Male,44,bottom-line,China,Ulan Hua,41.5220136,111.7047656,Turquoise,FALSE,02/12/2012,14044.77,0.4131,15209.44,0.01,241.6,13.4
Dodge,Stealth,Matti,Female,Female,66,tertiary,China,Yangdang,28.365818,121.061097,Red,TRUE,17/09/2011,21808.69,0.2983,22924.67,0.1,143.7,7.9
Ford,Explorer,Torrie,Male,Female,45,flexibility,Russia,Rybinsk,58.0312993,38.6043668,Fuscia,FALSE,19/05/2011,38902.62,0.6964,25973.7,0.19,162.3,9.3
Volkswagen,GTI,Dorthea,Male,Female,59,6th generation,Philippines,Santa Lucia,17.1056791,120.4557309,Indigo,FALSE,31/07/2016,12818.63,0.303,29239.59,0.03,169.5,7.7
Acura,Legend,Chip,Female,Male,60,Polarised,Honduras,Jiquinlaca,14,-88.35,Violet,FALSE,24/06/2012,78457.11,0.6814,38171.24,0.13,198.5,14.9
Ford,Escort,Dorey,Male,Male,75,Organized,Philippines,Magdug,6.5400402,126.084947,Goldenrod,TRUE,28/09/2003,25225.52,0.5359,48513.69,0.11,239.2,4
Porsche,Cayenne,Arliene,Male,Female,30,artificial intelligence,Bahamas,Governor’s Harbour,25.1962025,-76.2406701,Fuscia,TRUE,11/01/2019,10086.17,0.6813,6855.87,0.25,249.7,13.5
Dodge,Dakota,Eustacia,Female,Female,55,Mandatory,China,Wuyao,32.200585,120.549753,Pink,TRUE,20/08/2017,23757.8,0.3141,16417.61,0.02,159.6,5.2
Ford,Windstar,Nancee,Female,Female,37,needs-based,Afghanistan,Deh-e Now,33.731926,67.068153,Indigo,TRUE,21/03/2010,17778.32,0.6816,15787.83,0.04,123.3,14.2
Spyker,C8 Laviolette,Lauretta,Female,Female,72,clear-thinking,China,Hengshan,39.672791,113.732809,Mauv,FALSE,30/10/2002,28301.96,0.2275,49386.75,0.12,144.6,2.9
Audi,Cabriolet,Rickey,Female,Male,63,multi-tasking,United States,Carson City,39.1645065,-119.7634857,Green,TRUE,15/02/2016,38776.32,0.5078,9790.95,0.19,161.8,4.6
Cadillac,Eldorado,Cordie,Male,Male,46,clear-thinking,Portugal,Lourido,41.129239,-8.207141,Fuscia,TRUE,08/04/2014,29129.92,0.4785,9420.95,0.23,150.6,3.1
Chrysler,300,Brianne,Female,Female,34,Fundamental,Philippines,San Vicente,14.7596318,121.0589081,Puce,FALSE,17/12/2015,86299.66,0.1951,43453.17,0.24,130.2,7.3
Nissan,Frontier,Haze,Male,Male,34,monitoring,China,Ta’erqi,34.748808,113.6656069,Goldenrod,TRUE,31/03/2003,58044,0.3292,10143.68,0.18,243.2,7.6
Nissan,Armada,Nissy,Male,Female,54,Object-based,Uganda,Sironko,1.1607823,34.2866091,Khaki,FALSE,03/06/2015,57744.66,0.27,35783.34,0.23,137.7,12.9
Mazda,MX-6,Tyrus,Female,Male,21,concept,France,Caen,49.1931313,-0.3907558,Turquoise,FALSE,06/05/2006,75619.56,0.3753,34428.77,0.08,196.9,5.8
Chevrolet,SSR,Cece,Male,Male,56,data-warehouse,Syria,As Sawdā,34.9810045,35.9438027,Puce,FALSE,14/09/2013,44250.7,0.4137,5237.21,0.18,181.4,9.8
Audi,Allroad,Lindsay,Female,Female,50,modular,Russia,Plavsk,53.7111077,37.29209,Orange,TRUE,21/05/2008,44042.66,0.4719,38172.66,0.22,132.7,9.2
Volkswagen,Golf,Kippy,Male,Male,51,Function-based,Poland,Narew,52.9152117,23.4961724,Purple,TRUE,05/05/2018,59074.6,0.4543,22465.5,0.09,139.4,9
Audi,A5,Catherin,Male,Female,40,flexibility,Democratic Republic of the Congo,Demba,-5.4906936,22.274168,Teal,TRUE,17/11/2012,98399.99,0.3928,37278.41,0.1,197.1,11.9
Audi,A6,Ranique,Male,Female,58,6th generation,United States,Grand Forks,47.93,-97.03,Violet,TRUE,17/10/2002,82800.75,0.1583,17149.49,0.24,202.8,13.6
Mitsubishi,Truck,Adda,Female,Female,68,Balanced,East Timor,Suai,-9.3294895,125.2697802,Yellow,TRUE,02/12/2003,73699.96,0.1209,25972.71,0.19,206,13.4
Subaru,Impreza,Nestor,Female,Male,28,Extended,Russia,Gorbatov,56.1276639,43.0729987,Mauv,TRUE,16/08/2009,11984.28,0.3453,25602.62,0.08,201.4,9.6
Toyota,Avalon,Javier,Male,Male,20,neutral,Sweden,Stockholm,47.0202034,-68.1435005,Puce,FALSE,27/09/2018,26700.08,0.0489,27195.54,0.05,221,5.6
Plymouth,Colt,Kaila,Female,Female,70,circuit,Indonesia,Klumpit,-6.7728847,110.816549,Puce,TRUE,28/12/2014,20324.9,0.4412,5267.76,0.18,191.7,12.3
Ford,Taurus,Gayel,Female,Female,59,clear-thinking,China,Shangcheng Chengguanzhen,31.800137,115.416027,Mauv,TRUE,29/04/2009,61365.26,0.1606,24987.2,0.1,214.5,13.6
Pontiac,Grand Prix,Crichton,Male,Male,68,Streamlined,Sweden,Stockholm,59.31257,18.0626161,Aquamarine,FALSE,08/02/2012,74905.01,0.5535,14304.4,0.12,222.9,14.5
Dodge,Ram 2500,Terrel,Male,Male,48,reciprocal,North Korea,Hyesan-si,41.387384,128.1744945,Turquoise,TRUE,12/11/2020,72485.7,0.4161,38983.81,0.18,131.6,11.5
BMW,M3,Alf,Female,Male,23,contextually-based,Indonesia,Lemahputih,-7.042646,110.894036,Indigo,FALSE,22/03/2020,35390.68,0.607,18449.07,0.06,172.8,8
Ford,Transit Connect,Teena,Female,Female,43,Advanced,Russia,Kurmanayevka,52.5093,52.0675,Purple,TRUE,22/06/2016,12396.79,0.6369,32659.54,0.2,144.9,6.8
Ford,E250,Marianna,Female,Female,28,software,Poland,Skalbmierz,50.3197113,20.3992492,Blue,FALSE,16/12/2002,95236.93,0.247,15030.23,0.05,244.7,14
Toyota,Tundra,Barn,Male,Male,21,synergy,Indonesia,Angan,5.6153822,95.4306141,Pink,TRUE,17/01/2003,50513.54,0.3199,44116.56,0.05,241.5,6.2
Chevrolet,Corvette,Findley,Female,Male,64,logistical,Japan,Menuma,36.2251676,139.3781659,Goldenrod,TRUE,15/11/2003,56712.81,0.1126,39540.61,0.06,219,14.3
Chevrolet,Camaro,Marika,Female,Female,31,executive,Indonesia,Mandapajaya,-7.1743383,108.5403799,Crimson,FALSE,26/02/2013,47758.04,0.2402,13678.35,0.11,234,12.7
Infiniti,G,Nata,Male,Female,45,next generation,Costa Rica,Esquipulas,9.9868231,-84.3692925,Orange,FALSE,28/02/2003,44009.88,0.3226,28411.17,0.11,223.9,2.1
Buick,Century,Byrann,Female,Male,37,Right-sized,Germany,Bochum,51.449197,7.1957779,Teal,FALSE,31/01/2002,52373.15,0.1165,24249.21,0.21,218.2,13.6
Ford,Bronco,Griz,Female,Male,40,multi-state,Brazil,Granja,-3.2575968,-41.0394028,Puce,FALSE,11/01/2007,35531.53,0.016,29105.23,0.24,198.3,10.9
Chrysler,Sebring,Lidia,Female,Female,22,productivity,Belarus,Borovlyany,53.9804128,27.6670286,Mauv,TRUE,06/07/2010,91549.61,0.2461,10184.87,0.23,155.8,8.5
Bentley,Continental Flying Spur,Preston,Female,Male,62,Cross-platform,China,Tuopu,29.9188786,121.8108521,Blue,FALSE,18/06/2015,36267.38,0.3912,30929.25,0.2,203.9,4.8
Buick,Riviera,Aloisia,Male,Female,56,toolset,Poland,Sosnówka,50.8177069,15.7230035,Mauv,FALSE,14/05/2013,62491.42,0.1926,37624.49,0.24,156.8,4.8
Plymouth,Voyager,Corny,Male,Male,41,maximized,China,Fanyang,31.096749,118.19426,Turquoise,FALSE,27/11/2010,71926.14,0.2972,46713.4,0.08,216.1,6.5
GMC,Sierra 2500,Dannel,Female,Male,38,responsive,France,Strasbourg,48.586322,7.7170649,Pink,FALSE,12/10/2009,23332.43,0.4532,5452.16,0.17,206.9,9.7
GMC,Vandura 2500,Robby,Male,Female,73,Managed,Poland,Oleszyce,50.1676885,23.0349969,Goldenrod,TRUE,07/06/2013,60615.48,0.2893,42094.01,0.12,206.4,9.8
Mercedes-Benz,300SE,Harvey,Female,Male,32,Switchable,Peru,Yanahuanca,-10.4911471,-76.5155834,Aquamarine,TRUE,06/05/2007,76244.33,0.1906,33683.59,0.08,135.7,9.8
Mazda,Miata MX-5,Olly,Male,Male,61,demand-driven,China,Mujiangping,28.048158,109.723392,Maroon,TRUE,10/04/2018,65960.06,0.1871,3664.93,0.14,190.7,6.4
Ford,Focus,Cecil,Female,Female,23,Implemented,Afghanistan,Qal‘ah-ye Kuhnah,32.61591,63.66681,Red,TRUE,17/09/2007,40258.13,0.3818,8563.04,0.23,142.9,13.4
Acura,TL,Elnar,Male,Male,50,artificial intelligence,China,Fuling,29.703113,107.389298,Fuscia,TRUE,21/04/2005,35781.56,0.1818,40960.89,0.03,122.4,9.7
Chevrolet,Express,Berkie,Male,Male,66,directional,Indonesia,Pangkalan Kasai,-0.6059095,102.4151335,Red,FALSE,03/10/2009,31249.48,0.2774,43245.52,0.24,122.2,4.4
Volvo,960,Gale,Male,Female,59,Universal,Netherlands,Delft,51.9850245,4.3871967,Maroon,TRUE,22/05/2018,35724.72,0.5656,35395.32,0.08,164.3,5.5
Nissan,Altima,Daryle,Male,Male,28,Ergonomic,China,Xagmakajor,31.4944,82.3324,Red,FALSE,10/08/2003,58804.59,0.3288,27599.07,0.07,152.8,4.6
Cadillac,Seville,Nico,Female,Male,51,utilisation,Comoros,Moutsamoudou,-12.1695811,44.40047,Teal,FALSE,10/08/2018,65963.46,0.4802,23701,0.2,165.9,12.1
Audi,Q7,Christal,Male,Female,62,open architecture,Mauritius,Olivia,-20.2883705,57.7310666,Mauv,TRUE,23/07/2002,52414.06,0.3237,30736.38,0.19,126.1,2.1
Toyota,Camry,Carlyle,Female,Male,22,leading edge,Costa Rica,San Rafael Abajo,9.891058,-84.081696,Khaki,TRUE,02/01/2012,41428.81,0.2377,33016.87,0.05,179.2,12.5
Volkswagen,GTI,Madelena,Male,Female,22,Total,Russia,Serpukhov,54.939518,37.4014986,Puce,TRUE,03/07/2011,81853.03,0.5376,34785.6,0.15,222.6,5.5
Dodge,Ram,Barthel,Male,Male,63,optimizing,Portugal,Lameira,41.7811503,-8.6240851,Fuscia,FALSE,17/09/2019,39485.22,0.6265,46800.65,0.21,195.3,8.4
Audi,S6,Ed,Female,Male,26,moratorium,Canada,Napierville,45.18648,-73.40468,Orange,TRUE,13/04/2012,64030.05,0.5964,33645.89,0.12,143.5,5.4
Mercedes-Benz,E-Class,Keslie,Male,Female,28,Team-oriented,Vietnam,Thị Trấn Nước Hai,22.7370366,106.1536828,Yellow,TRUE,21/10/2007,91420.29,0.5705,18788.3,0.05,201.5,5.4
Oldsmobile,Silhouette,Corabelle,Male,Female,56,exuding,Poland,Bęczarka,49.873937,19.8512299,Indigo,TRUE,29/08/2005,95787.92,0.6994,36538.56,0.01,139.3,3.3
Dodge,Daytona,Leshia,Female,Female,51,functionalities,Dominican Republic,Esperanza,18.4770791,-69.9732934,Pink,TRUE,05/12/2008,35765.74,0.2649,31643.97,0.11,211.7,2
Lamborghini,Murciélago,Harper,Male,Male,39,web-enabled,Indonesia,Kamalaputi,-9.6455051,120.2642533,Red,TRUE,30/11/2005,66460.23,0.6144,41866.24,0.19,242.7,11.2
Lincoln,MKZ,Agnesse,Male,Female,75,Future-proofed,Bulgaria,Balgarevo,43.4018427,28.413371,Aquamarine,FALSE,10/02/2010,32838.3,0.6786,2214.79,0.21,228.1,2.7
Pontiac,1000,Nickolas,Male,Male,39,Expanded,Russia,Rostokino,55.874056,37.690366,Teal,FALSE,31/03/2005,34065.29,0.0428,9247.42,0.13,143.2,4.2
Volvo,S70,Gabi,Male,Female,38,Realigned,Thailand,Khlong Luang,14.0654264,100.6473542,Puce,FALSE,21/07/2008,62869.29,0.5714,13971.51,0.12,239.8,14.6
Buick,Regal,Gianna,Male,Female,30,alliance,United States,Grand Forks,47.93,-97.03,Aquamarine,TRUE,12/09/2016,97489.75,0.0888,13069.56,0.09,175.9,7.2
Jaguar,XJ,Valdemar,Male,Male,42,grid-enabled,Colombia,Pacho,5.1964397,-74.2349232,Pink,TRUE,14/04/2011,76941.96,0.3132,48526.35,0.19,177.3,8.4
Nissan,Maxima,Trina,Male,Female,56,Object-based,Argentina,San Ramón de la Nueva Orán,-23.144255,-64.325272,Khaki,TRUE,24/05/2016,61427.24,0.6485,43706.81,0.19,143.7,2.8
Chrysler,LeBaron,Isidore,Female,Male,34,conglomeration,China,Damiku,39.7968818,-74.9245946,Yellow,TRUE,05/11/2006,48219.41,0.3594,25945.11,0.16,233.6,3.1
Scion,xD,Lucas,Male,Male,47,approach,Ukraine,Chabany,50.338999,30.4222341,Khaki,FALSE,23/02/2003,14045.67,0.4449,43121.06,0.01,199.7,11.3
Dodge,Ram 1500,Madonna,Male,Female,51,array,Colombia,La Uvita,6.316914,-72.559662,Mauv,TRUE,24/01/2007,39618.54,0.1533,8690.15,0.24,181.5,2.7
Toyota,Matrix,Al,Female,Male,64,modular,Philippines,Gang,10.3089871,123.8905692,Mauv,FALSE,09/03/2015,56228.7,0.3165,11926.16,0.11,228.7,11
Hyundai,Genesis,Waiter,Female,Male,60,full-range,Indonesia,Petiga,-8.4378527,115.180023,Turquoise,FALSE,25/10/2007,46360.86,0.5018,46088.33,0.23,218.3,13.6
Ford,Explorer Sport Trac,Brooks,Female,Female,30,cohesive,China,Chabu,30.262907,84.475645,Fuscia,FALSE,12/04/2017,92176.12,0.4844,21150.18,0.22,182.1,13
Hyundai,Santa Fe,Dare,Male,Male,51,coherent,Armenia,Nerk’in Getashen,40.1442308,45.2711048,Puce,FALSE,06/10/2014,22322.12,0.4527,21469.85,0.17,181.6,12.1
Subaru,Legacy,Lorianne,Female,Female,53,knowledge base,Czech Republic,Malonty,48.6768262,14.5775257,Aquamarine,FALSE,04/06/2014,24188.97,0.6112,29613.05,0.23,123.2,8.1
Chrysler,Sebring,Boycie,Female,Male,40,Team-oriented,Venezuela,Tinaquillo,9.9122584,-68.2743064,Mauv,TRUE,13/01/2009,39699.23,0.4161,15662.18,0.04,184.6,6.4
GMC,Vandura 2500,Rabi,Male,Male,59,info-mediaries,Iran,Yazd,31.8974232,54.3568562,Yellow,FALSE,29/12/2007,93211.31,0.6396,9041.3,0.05,181.8,10.9
Chrysler,Town & Country,Mortimer,Female,Male,75,dynamic,China,Yinjiang,42.5246357,87.5395855,Khaki,TRUE,03/10/2014,22733.35,0.2246,2333.95,0.24,215.7,8.1
Volkswagen,Corrado,Cozmo,Male,Male,22,tertiary,Mauritius,Saint Aubin,-20.495949,57.5497376,Fuscia,TRUE,20/02/2004,22185.16,0.061,45341.86,0.15,213.5,10.7
Dodge,Ram Van 1500,Didi,Male,Female,56,extranet,China,Wuquan,21.441808,110.778411,Aquamarine,FALSE,10/10/2007,81592.74,0.2444,29795.94,0.2,196.7,3.6
Mazda,MX-5,Giselbert,Male,Male,74,hybrid,United States,San Diego,32.5746598,-117.0697958,Crimson,FALSE,14/02/2008,79019.99,0.3709,15464.53,0.05,204.2,4.9
Chevrolet,Camaro,Reinhold,Female,Male,25,Universal,South Africa,Kutloanong,-26.1597581,27.7767972,Mauv,TRUE,31/07/2003,24866.23,0.2302,45626.93,0.13,243,3
Lincoln,Mark VIII,Abbott,Male,Male,58,static,Vietnam,Hưng Nguyên,18.6316742,105.629523,Goldenrod,TRUE,27/05/2016,13633.59,0.1148,18507.3,0.09,217.7,14.1
Hyundai,Santa Fe,Norene,Female,Female,31,moratorium,Denmark,København,55.6782044,12.5720689,Teal,TRUE,01/12/2012,74197.11,0.6492,2946.56,0.13,150.2,2.6
Ford,Explorer,Maggy,Female,Female,53,Diverse,Thailand,Seka,13.7768017,100.5593109,Goldenrod,FALSE,07/08/2004,64125.43,0.2902,37642.44,0.25,235,8.9
Mercury,Sable,Hadria,Male,Female,67,Innovative,Dominican Republic,San Cristóbal,18.932625,-70.4079274,Purple,TRUE,05/01/2008,57194.43,0.4805,6144.97,0.14,195.1,3.2
Acura,Integra,Pamelina,Female,Female,51,software,Sweden,Stockholm,59.3409629,18.0669843,Khaki,FALSE,17/01/2009,25901.81,0.6886,11604.09,0.03,167.2,7.2
Mercedes-Benz,CLS-Class,Tarrah,Male,Female,75,Synergistic,Czech Republic,Strážná,49.9112092,16.7105196,Purple,TRUE,03/12/2004,75821.58,0.2526,47990.32,0.13,242.2,8.7
GMC,Yukon,Rowan,Female,Male,42,attitude,Portugal,Outeirô,41.2867247,-8.5474636,Yellow,FALSE,02/11/2016,71819.04,0.1128,19141.12,0.15,194.5,12.2
Subaru,Impreza,Nathalie,Male,Female,64,Synchronised,Palestinian Territory,Salfīt,32.085094,35.180832,Orange,TRUE,07/12/2004,25967.71,0.5769,30345.13,0.16,170.5,7.5
Acura,Integra,Gray,Male,Male,22,intangible,Colombia,Aguazul,5.0071513,-72.5441445,Green,FALSE,27/12/2019,30138.74,0.1948,13325.27,0.18,220.7,2.2
Pontiac,Aztek,Jamima,Female,Female,68,dynamic,China,Hengduo,30.572815,104.066801,Red,TRUE,14/05/2006,85580.6,0.0109,35936.61,0.2,210,8.3
Mitsubishi,Tredia,Aile,Male,Female,31,Proactive,Czech Republic,Vyšší Brod,48.615982,14.3118195,Indigo,FALSE,06/02/2010,18371.89,0.284,12041.26,0.18,232.7,12.8
Ford,F350,Jacqui,Male,Female,35,well-modulated,Poland,Piława Górna,50.6927144,16.7525932,Red,FALSE,11/09/2017,11409.69,0.5939,47277.53,0.11,139.5,7.7
Pontiac,Daewoo Kalos,Catlaina,Female,Female,50,empowering,Russia,Nal’chik,43.5661719,43.4895256,Turquoise,FALSE,02/07/2014,94903.43,0.1939,41110.63,0.24,173.2,7.8
Mazda,Millenia,Jill,Female,Female,74,needs-based,Mexico,Cuauhtemoc,17.9944819,-94.5321473,Green,TRUE,28/04/2005,94510.07,0.6361,32704.42,0.08,195.3,9.2
Land Rover,Discovery,Merrie,Female,Female,71,Open-architected,Peru,Nueva Cajamarca,-5.946466,-77.303723,Green,FALSE,23/12/2005,34008.21,0.5922,46983.93,0.18,122.3,14.1
Ford,Expedition,Elora,Male,Female,55,Devolved,Nigeria,Bassa,7.7701761,7.0498442,Maroon,FALSE,01/03/2019,51556.92,0.6161,28540.33,0.12,188.1,10.1
Buick,Regal,Abdel,Male,Male,59,fresh-thinking,Poland,Sadowie,50.8525432,21.384343,Puce,TRUE,26/04/2019,23186.03,0.396,25926.16,0.18,237.3,11
Eagle,Talon,Aloysius,Female,Male,41,Secured,Lithuania,Prienai,54.632212,23.9452683,Khaki,TRUE,02/04/2006,19283.54,0.0884,8876.08,0.07,174.8,11.8
Mitsubishi,Pajero,Cherise,Female,Female,56,Persistent,Albania,Sukth,41.3752744,19.5359821,Blue,TRUE,09/03/2008,11697.51,0.1276,14339.42,0.21,159.4,8.9
